	stage	head	weir_flow
2005-04-03 05:00:00	964.7189961285499	0.008996128549824789	21.62753911268227
2005-04-03 05:30:00	964.7849508455091	0.07495084550907904	88.88347563823636
2005-04-03 06:00:00	964.8268430829049	0.11684308290489298	119.50112923753224
2005-04-03 06:30:00	964.882152891351	0.17215289135094736	154.73179075995827
2005-04-03 07:00:00	964.9369146052172	0.2269146052171891	186.0137169288984
2005-04-03 07:30:00	964.9912116638693	0.28121166386927143	214.61441607348232
2005-04-03 08:00:00	965.0182120222917	0.30821202229162736	228.14084951299256
2005-04-03 08:30:00	965.0719685469325	0.36196854693241676	253.9513703016658
2005-04-03 09:00:00	965.0987455729924	0.3887455729923204	266.3260463100211
2005-04-03 09:30:00	965.1654765223708	0.4554765223707591	295.9924738007172
2005-04-03 10:00:00	965.2054221336438	0.49542213364372856	313.0547332994954
2005-04-03 10:30:00	965.2320355375132	0.5220355375131476	324.1679316770039
2005-04-03 11:00:00	965.2985855859301	0.5885855859301046	351.16381018342275
2005-04-03 11:30:00	965.3385791054367	0.6285791054366427	366.8962712339169
2005-04-03 12:00:00	965.392132996255	0.6821329962549498	387.4503369109974
2005-04-03 12:30:00	965.4727432023964	0.7627432023963365	417.4030020282506
2005-04-03 13:00:00	965.5406103415905	0.8306103415905	441.8093409401655
2005-04-03 13:30:00	965.6092181646085	0.8992181646084418	465.8149096475431
2005-04-03 14:00:00	965.6647472295431	0.9547472295430453	484.7996253655275
2005-04-03 14:30:00	965.6927547131323	0.9827547131322945	494.2349209018864
2005-04-03 15:00:00	965.7493077321582	1.0393077321581359	513.0182047219492
2005-04-03 15:30:00	965.7922343596067	1.082234359606673	527.0488658174239
2005-04-03 16:00:00	965.8356388391256	1.1256388391255996	541.0483173710014
2005-04-03 16:30:00	965.8502192724347	1.140219272434706	545.7104318815726
2005-04-03 17:00:00	965.8943156451311	1.1843156451310506	559.6909896082158
2005-04-03 17:30:00	965.8943156451311	1.1843156451310506	559.6909896082158
2005-04-03 18:00:00	965.9091371394198	1.199137139419804	564.350923917142
2005-04-03 18:30:00	965.8795563716973	1.1695563716972401	555.0312601197319
2005-04-03 19:00:00	965.9091371394198	1.199137139419804	564.350923917142
2005-04-03 19:30:00	965.9091371394198	1.199137139419804	564.350923917142
2005-04-03 20:00:00	965.8795563716973	1.1695563716972401	555.0312601197319
2005-04-03 20:30:00	965.8502192724347	1.140219272434706	545.7104318815726
2005-04-03 21:00:00	965.8356388391256	1.1256388391255996	541.0483173710014
2005-04-03 21:30:00	965.8066476864518	1.0966476864517745	531.7180730171593
2005-04-03 22:00:00	965.7493077321582	1.0393077321581359	513.0182047219492
2005-04-03 22:30:00	965.7350989615707	1.0250989615706203	508.3317076442108
2005-04-03 23:00:00	965.6927547131323	0.9827547131322945	494.2349209018864
2005-04-03 23:30:00	965.6369051900086	0.926905190008597	475.3281631217651
2005-04-04 00:00:00	965.6092181646085	0.8992181646084418	465.8149096475431
2005-04-04 00:30:00	965.5542674365279	0.8442674365278435	446.6390559457409
2005-04-04 01:00:00	965.5133837300347	0.8033837300346249	432.1010873309292
2005-04-04 01:30:00	965.445767233467	0.7357672334669587	407.50252092826713
2005-04-04 02:00:00	965.418873269227	0.7088732692269559	397.5109267000237
2005-04-04 02:30:00	965.3652896351325	0.6552896351324762	377.2178222287591
2005-04-04 03:00:00	965.3119088607475	0.6019088607474714	356.44333255724206
2005-04-04 03:30:00	965.2453410495742	0.5353410495741855	329.65300201455193
2005-04-04 04:00:00	965.2054221336438	0.49542213364372856	313.0547332994954
2005-04-04 04:30:00	965.1521493021943	0.4421493021942524	290.1901277160052
2005-04-04 05:00:00	965.1051876595095	0.39518765950947454	269.2602557563961
2005-04-04 05:30:00	965.0580679780871	0.34806797808710144	247.40741860516422
2005-04-04 06:00:00	965.0107334831763	0.30073348317625914	224.4353147728568
2005-04-04 06:30:00	964.9631274000259	0.2531274000258463	200.0765130623621
2005-04-04 07:00:00	964.9151929538848	0.20519295388476166	173.94487332463217
2005-04-04 07:30:00	964.866873370002	0.1568733700020175	145.4351852801653
2005-04-04 08:00:00	964.8181118736265	0.10811187362651253	113.47118760920144
2005-04-04 08:30:00	964.7688516900073	0.058851690007259094	75.65006348521526
2005-04-04 09:00:00	964.7190360443932	0.009036044393155862	21.691466191000796
