"agency_cd"	"site_no"	"Date"	"Flow"	"Flow_cd"
"USGS"	"01509000"	1977-05-13	482	"A"
"USGS"	"01509000"	1977-05-14	432	"A"
"USGS"	"01509000"	1977-05-15	398	"A"
"USGS"	"01509000"	1977-05-16	368	"A"
"USGS"	"01509000"	1977-05-17	333	"A"
"USGS"	"01509000"	1977-05-18	310	"A"
"USGS"	"01509000"	1977-05-19	398	"A"
"USGS"	"01509000"	1977-05-20	355	"A"
"USGS"	"01509000"	1977-05-21	298	"A"
"USGS"	"01509000"	1977-05-22	271	"A"
"USGS"	"01509000"	1977-05-23	248	"A"
"USGS"	"01509000"	1977-05-24	263	"A"
"USGS"	"01509000"	1977-05-25	691	"A"
"USGS"	"01509000"	1977-05-26	485	"A"
"USGS"	"01509000"	1977-05-27	325	"A"
"USGS"	"01509000"	1977-05-28	271	"A"
"USGS"	"01509000"	1977-05-29	248	"A"
"USGS"	"01509000"	1977-05-30	229	"A"
"USGS"	"01509000"	1977-05-31	214	"A"
"USGS"	"01509000"	1977-06-01	203	"A"
"USGS"	"01509000"	1977-06-02	203	"A"
"USGS"	"01509000"	1977-06-03	189	"A"
"USGS"	"01509000"	1977-06-04	178	"A"
"USGS"	"01509000"	1977-06-05	171	"A"
"USGS"	"01509000"	1977-06-06	171	"A"
"USGS"	"01509000"	1977-06-07	200	"A"
"USGS"	"01509000"	1977-06-08	182	"A"
"USGS"	"01509000"	1977-06-09	171	"A"
"USGS"	"01509000"	1977-06-10	192	"A"
"USGS"	"01509000"	1977-06-11	185	"A"
"USGS"	"01509000"	1977-06-12	167	"A"
"USGS"	"01509000"	1977-06-13	154	"A"
"USGS"	"01509000"	1977-06-14	147	"A"
"USGS"	"01509000"	1977-06-15	144	"A"
"USGS"	"01509000"	1977-06-16	141	"A"
"USGS"	"01509000"	1977-06-17	138	"A"
"USGS"	"01509000"	1977-06-18	255	"A"
"USGS"	"01509000"	1977-06-19	446	"A"
"USGS"	"01509000"	1977-06-20	267	"A"
"USGS"	"01509000"	1977-06-21	236	"A"
"USGS"	"01509000"	1977-06-22	207	"A"
"USGS"	"01509000"	1977-06-23	182	"A"
"USGS"	"01509000"	1977-06-24	171	"A"
"USGS"	"01509000"	1977-06-25	178	"A"
"USGS"	"01509000"	1977-06-26	203	"A"
"USGS"	"01509000"	1977-06-27	178	"A"
"USGS"	"01509000"	1977-06-28	164	"A"
"USGS"	"01509000"	1977-06-29	161	"A"
"USGS"	"01509000"	1977-06-30	157	"A"
"USGS"	"01509000"	1977-07-01	144	"A"
"USGS"	"01509000"	1977-07-02	135	"A"
"USGS"	"01509000"	1977-07-03	129	"A"
"USGS"	"01509000"	1977-07-04	126	"A"
"USGS"	"01509000"	1977-07-05	129	"A"
"USGS"	"01509000"	1977-07-06	126	"A"
"USGS"	"01509000"	1977-07-07	129	"A"
"USGS"	"01509000"	1977-07-08	192	"A"
"USGS"	"01509000"	1977-07-09	178	"A"
"USGS"	"01509000"	1977-07-10	150	"A"
"USGS"	"01509000"	1977-07-11	135	"A"
"USGS"	"01509000"	1977-07-12	132	"A"
"USGS"	"01509000"	1977-07-13	126	"A"
"USGS"	"01509000"	1977-07-14	135	"A"
"USGS"	"01509000"	1977-07-15	120	"A"
"USGS"	"01509000"	1977-07-16	138	"A"
"USGS"	"01509000"	1977-07-17	138	"A"
"USGS"	"01509000"	1977-07-18	154	"A"
"USGS"	"01509000"	1977-07-19	138	"A"
"USGS"	"01509000"	1977-07-20	123	"A"
"USGS"	"01509000"	1977-07-21	114	"A"
"USGS"	"01509000"	1977-07-22	108	"A"
"USGS"	"01509000"	1977-07-23	102	"A"
"USGS"	"01509000"	1977-07-24	99	"A"
"USGS"	"01509000"	1977-07-25	200	"A"
"USGS"	"01509000"	1977-07-26	221	"A"
"USGS"	"01509000"	1977-07-27	150	"A"
"USGS"	"01509000"	1977-07-28	129	"A"
"USGS"	"01509000"	1977-07-29	114	"A"
"USGS"	"01509000"	1977-07-30	141	"A"
"USGS"	"01509000"	1977-07-31	141	"A"
"USGS"	"01509000"	1977-08-01	129	"A"
"USGS"	"01509000"	1977-08-02	111	"A"
"USGS"	"01509000"	1977-08-03	105	"A"
"USGS"	"01509000"	1977-08-04	99	"A"
"USGS"	"01509000"	1977-08-05	99	"A"
"USGS"	"01509000"	1977-08-06	111	"A"
"USGS"	"01509000"	1977-08-07	117	"A"
"USGS"	"01509000"	1977-08-08	135	"A"
"USGS"	"01509000"	1977-08-09	171	"A"
"USGS"	"01509000"	1977-08-10	141	"A"
"USGS"	"01509000"	1977-08-11	129	"A"
"USGS"	"01509000"	1977-08-12	123	"A"
"USGS"	"01509000"	1977-08-13	120	"A"
"USGS"	"01509000"	1977-08-14	111	"A"
"USGS"	"01509000"	1977-08-15	120	"A"
"USGS"	"01509000"	1977-08-16	114	"A"
"USGS"	"01509000"	1977-08-17	390	"A"
"USGS"	"01509000"	1977-08-18	287	"A"
"USGS"	"01509000"	1977-08-19	207	"A"
"USGS"	"01509000"	1977-08-20	171	"A"
"USGS"	"01509000"	1977-08-21	150	"A"
"USGS"	"01509000"	1977-08-22	185	"A"
"USGS"	"01509000"	1977-08-23	185	"A"
"USGS"	"01509000"	1977-08-24	192	"A"
"USGS"	"01509000"	1977-08-25	207	"A"
"USGS"	"01509000"	1977-08-26	178	"A"
"USGS"	"01509000"	1977-08-27	154	"A"
"USGS"	"01509000"	1977-08-28	141	"A"
"USGS"	"01509000"	1977-08-29	132	"A"
"USGS"	"01509000"	1977-08-30	135	"A"
"USGS"	"01509000"	1977-08-31	132	"A"
"USGS"	"01509000"	1977-09-01	123	"A"
"USGS"	"01509000"	1977-09-02	120	"A"
"USGS"	"01509000"	1977-09-03	117	"A"
"USGS"	"01509000"	1977-09-04	111	"A"
"USGS"	"01509000"	1977-09-05	105	"A"
"USGS"	"01509000"	1977-09-06	105	"A"
"USGS"	"01509000"	1977-09-07	99	"A"
"USGS"	"01509000"	1977-09-08	96	"A"
"USGS"	"01509000"	1977-09-09	96	"A"
"USGS"	"01509000"	1977-09-10	93	"A"
"USGS"	"01509000"	1977-09-11	88	"A"
"USGS"	"01509000"	1977-09-12	88	"A"
"USGS"	"01509000"	1977-09-13	93	"A"
"USGS"	"01509000"	1977-09-14	514	"A"
"USGS"	"01509000"	1977-09-15	346	"A"
"USGS"	"01509000"	1977-09-16	669	"A"
"USGS"	"01509000"	1977-09-17	1560	"A"
"USGS"	"01509000"	1977-09-18	1310	"A"
"USGS"	"01509000"	1977-09-19	2300	"A"
"USGS"	"01509000"	1977-09-20	3410	"A"
"USGS"	"01509000"	1977-09-21	5310	"A"
"USGS"	"01509000"	1977-09-22	2860	"A"
"USGS"	"01509000"	1977-09-23	1530	"A"
"USGS"	"01509000"	1977-09-24	1120	"A"
"USGS"	"01509000"	1977-09-25	2630	"A"
"USGS"	"01509000"	1977-09-26	2450	"A"
"USGS"	"01509000"	1977-09-27	2400	"A"
"USGS"	"01509000"	1977-09-28	1650	"A"
"USGS"	"01509000"	1977-09-29	1320	"A"
"USGS"	"01509000"	1977-09-30	1030	"A"
"USGS"	"01509000"	1977-10-01	1520	"A"
"USGS"	"01509000"	1977-10-02	2390	"A"
"USGS"	"01509000"	1977-10-03	2170	"A"
"USGS"	"01509000"	1977-10-04	2040	"A"
"USGS"	"01509000"	1977-10-05	1480	"A"
"USGS"	"01509000"	1977-10-06	1210	"A"
"USGS"	"01509000"	1977-10-07	1020	"A"
"USGS"	"01509000"	1977-10-08	864	"A"
"USGS"	"01509000"	1977-10-09	1520	"A"
"USGS"	"01509000"	1977-10-10	2020	"A"
"USGS"	"01509000"	1977-10-11	1440	"A"
"USGS"	"01509000"	1977-10-12	1190	"A"
"USGS"	"01509000"	1977-10-13	1000	"A"
"USGS"	"01509000"	1977-10-14	858	"A"
"USGS"	"01509000"	1977-10-15	987	"A"
"USGS"	"01509000"	1977-10-16	1120	"A"
"USGS"	"01509000"	1977-10-17	3880	"A"
"USGS"	"01509000"	1977-10-18	5580	"A"
"USGS"	"01509000"	1977-10-19	3600	"A"
"USGS"	"01509000"	1977-10-20	2400	"A"
"USGS"	"01509000"	1977-10-21	1710	"A"
"USGS"	"01509000"	1977-10-22	1360	"A"
"USGS"	"01509000"	1977-10-23	1150	"A"
"USGS"	"01509000"	1977-10-24	1020	"A"
"USGS"	"01509000"	1977-10-25	864	"A"
"USGS"	"01509000"	1977-10-26	781	"A"
"USGS"	"01509000"	1977-10-27	708	"A"
"USGS"	"01509000"	1977-10-28	647	"A"
"USGS"	"01509000"	1977-10-29	589	"A"
"USGS"	"01509000"	1977-10-30	540	"A"
"USGS"	"01509000"	1977-10-31	499	"A"
"USGS"	"01509000"	1977-11-01	461	"A"
"USGS"	"01509000"	1977-11-02	441	"A"
"USGS"	"01509000"	1977-11-03	418	"A"
"USGS"	"01509000"	1977-11-04	499	"A"
"USGS"	"01509000"	1977-11-05	615	"A"
"USGS"	"01509000"	1977-11-06	515	"A"
"USGS"	"01509000"	1977-11-07	534	"A"
"USGS"	"01509000"	1977-11-08	1170	"A"
"USGS"	"01509000"	1977-11-09	1240	"A"
"USGS"	"01509000"	1977-11-10	1020	"A"
"USGS"	"01509000"	1977-11-11	2090	"A"
"USGS"	"01509000"	1977-11-12	1740	"A"
"USGS"	"01509000"	1977-11-13	1250	"A"
"USGS"	"01509000"	1977-11-14	994	"A"
"USGS"	"01509000"	1977-11-15	876	"A"
"USGS"	"01509000"	1977-11-16	876	"A"
"USGS"	"01509000"	1977-11-17	816	"A"
"USGS"	"01509000"	1977-11-18	956	"A"
"USGS"	"01509000"	1977-11-19	828	"A"
"USGS"	"01509000"	1977-11-20	730	"A"
"USGS"	"01509000"	1977-11-21	724	"A"
"USGS"	"01509000"	1977-11-22	799	"A"
"USGS"	"01509000"	1977-11-23	691	"A"
"USGS"	"01509000"	1977-11-24	685	"A"
"USGS"	"01509000"	1977-11-25	637	"A"
"USGS"	"01509000"	1977-11-26	642	"A"
"USGS"	"01509000"	1977-11-27	605	"A"
"USGS"	"01509000"	1977-11-28	594	"A"
"USGS"	"01509000"	1977-11-29	569	"A"
"USGS"	"01509000"	1977-11-30	564	"A"
"USGS"	"01509000"	1977-12-01	1510	"A"
"USGS"	"01509000"	1977-12-02	1990	"A"
"USGS"	"01509000"	1977-12-03	1400	"A"
"USGS"	"01509000"	1977-12-04	1080	"A"
"USGS"	"01509000"	1977-12-05	876	"A"
"USGS"	"01509000"	1977-12-06	822	"A"
"USGS"	"01509000"	1977-12-07	764	"A"
"USGS"	"01509000"	1977-12-08	696	"A"
"USGS"	"01509000"	1977-12-09	642	"A"
"USGS"	"01509000"	1977-12-10	584	"A"
"USGS"	"01509000"	1977-12-11	520	"A"
"USGS"	"01509000"	1977-12-12	500	"A"
"USGS"	"01509000"	1977-12-13	500	"A"
"USGS"	"01509000"	1977-12-14	1440	"A"
"USGS"	"01509000"	1977-12-15	3630	"A"
"USGS"	"01509000"	1977-12-16	3030	"A"
"USGS"	"01509000"	1977-12-17	1940	"A"
"USGS"	"01509000"	1977-12-18	1460	"A"
"USGS"	"01509000"	1977-12-19	1300	"A"
"USGS"	"01509000"	1977-12-20	1110	"A"
"USGS"	"01509000"	1977-12-21	1030	"A"
"USGS"	"01509000"	1977-12-22	950	"A"
"USGS"	"01509000"	1977-12-23	846	"A"
"USGS"	"01509000"	1977-12-24	764	"A"
"USGS"	"01509000"	1977-12-25	937	"A"
"USGS"	"01509000"	1977-12-26	860	"A"
"USGS"	"01509000"	1977-12-27	660	"A"
"USGS"	"01509000"	1977-12-28	580	"A"
"USGS"	"01509000"	1977-12-29	540	"A"
"USGS"	"01509000"	1977-12-30	520	"A"
"USGS"	"01509000"	1977-12-31	480	"A"
"USGS"	"01509000"	1978-01-01	450	"A"
"USGS"	"01509000"	1978-01-02	420	"A"
"USGS"	"01509000"	1978-01-03	400	"A"
"USGS"	"01509000"	1978-01-04	390	"A"
"USGS"	"01509000"	1978-01-05	380	"A"
"USGS"	"01509000"	1978-01-06	370	"A"
"USGS"	"01509000"	1978-01-07	360	"A"
"USGS"	"01509000"	1978-01-08	400	"A"
"USGS"	"01509000"	1978-01-09	2390	"A"
"USGS"	"01509000"	1978-01-10	2030	"A"
"USGS"	"01509000"	1978-01-11	1370	"A"
"USGS"	"01509000"	1978-01-12	1200	"A"
"USGS"	"01509000"	1978-01-13	1030	"A"
"USGS"	"01509000"	1978-01-14	870	"A"
"USGS"	"01509000"	1978-01-15	764	"A"
"USGS"	"01509000"	1978-01-16	680	"A"
"USGS"	"01509000"	1978-01-17	626	"A"
"USGS"	"01509000"	1978-01-18	540	"A"
"USGS"	"01509000"	1978-01-19	500	"A"
"USGS"	"01509000"	1978-01-20	470	"A"
"USGS"	"01509000"	1978-01-21	450	"A"
"USGS"	"01509000"	1978-01-22	430	"A"
"USGS"	"01509000"	1978-01-23	410	"A"
"USGS"	"01509000"	1978-01-24	400	"A"
"USGS"	"01509000"	1978-01-25	440	"A"
"USGS"	"01509000"	1978-01-26	1600	"A"
"USGS"	"01509000"	1978-01-27	2560	"A"
"USGS"	"01509000"	1978-01-28	2130	"A"
"USGS"	"01509000"	1978-01-29	1540	"A"
"USGS"	"01509000"	1978-01-30	1220	"A"
"USGS"	"01509000"	1978-01-31	960	"A"
"USGS"	"01509000"	1978-02-01	820	"A"
"USGS"	"01509000"	1978-02-02	700	"A"
"USGS"	"01509000"	1978-02-03	620	"A"
"USGS"	"01509000"	1978-02-04	560	"A"
"USGS"	"01509000"	1978-02-05	560	"A"
"USGS"	"01509000"	1978-02-06	540	"A"
"USGS"	"01509000"	1978-02-07	500	"A"
"USGS"	"01509000"	1978-02-08	470	"A"
"USGS"	"01509000"	1978-02-09	450	"A"
"USGS"	"01509000"	1978-02-10	430	"A"
"USGS"	"01509000"	1978-02-11	400	"A"
"USGS"	"01509000"	1978-02-12	390	"A"
"USGS"	"01509000"	1978-02-13	390	"A"
"USGS"	"01509000"	1978-02-14	360	"A"
"USGS"	"01509000"	1978-02-15	340	"A"
"USGS"	"01509000"	1978-02-16	330	"A"
"USGS"	"01509000"	1978-02-17	340	"A"
"USGS"	"01509000"	1978-02-18	320	"A"
"USGS"	"01509000"	1978-02-19	300	"A"
"USGS"	"01509000"	1978-02-20	290	"A"
"USGS"	"01509000"	1978-02-21	280	"A"
"USGS"	"01509000"	1978-02-22	270	"A"
"USGS"	"01509000"	1978-02-23	260	"A"
"USGS"	"01509000"	1978-02-24	260	"A"
"USGS"	"01509000"	1978-02-25	260	"A"
"USGS"	"01509000"	1978-02-26	250	"A"
"USGS"	"01509000"	1978-02-27	240	"A"
"USGS"	"01509000"	1978-02-28	240	"A"
"USGS"	"01509000"	1978-03-01	230	"A"
"USGS"	"01509000"	1978-03-02	220	"A"
"USGS"	"01509000"	1978-03-03	220	"A"
"USGS"	"01509000"	1978-03-04	220	"A"
"USGS"	"01509000"	1978-03-05	210	"A"
"USGS"	"01509000"	1978-03-06	210	"A"
"USGS"	"01509000"	1978-03-07	210	"A"
"USGS"	"01509000"	1978-03-08	200	"A"
"USGS"	"01509000"	1978-03-09	200	"A"
"USGS"	"01509000"	1978-03-10	200	"A"
"USGS"	"01509000"	1978-03-11	210	"A"
"USGS"	"01509000"	1978-03-12	221	"A"
"USGS"	"01509000"	1978-03-13	232	"A"
"USGS"	"01509000"	1978-03-14	304	"A"
"USGS"	"01509000"	1978-03-15	658	"A"
"USGS"	"01509000"	1978-03-16	615	"A"
"USGS"	"01509000"	1978-03-17	500	"A"
"USGS"	"01509000"	1978-03-18	450	"A"
"USGS"	"01509000"	1978-03-19	420	"A"
"USGS"	"01509000"	1978-03-20	440	"A"
"USGS"	"01509000"	1978-03-21	580	"A"
"USGS"	"01509000"	1978-03-22	1630	"A"
"USGS"	"01509000"	1978-03-23	1730	"A"
"USGS"	"01509000"	1978-03-24	1990	"A"
"USGS"	"01509000"	1978-03-25	1450	"A"
"USGS"	"01509000"	1978-03-26	1280	"A"
"USGS"	"01509000"	1978-03-27	2380	"A"
"USGS"	"01509000"	1978-03-28	3170	"A"
"USGS"	"01509000"	1978-03-29	2590	"A"
"USGS"	"01509000"	1978-03-30	1990	"A"
"USGS"	"01509000"	1978-03-31	1860	"A"
"USGS"	"01509000"	1978-04-01	3060	"A"
"USGS"	"01509000"	1978-04-02	4810	"A"
"USGS"	"01509000"	1978-04-03	2920	"A"
"USGS"	"01509000"	1978-04-04	2150	"A"
"USGS"	"01509000"	1978-04-05	4560	"A"
"USGS"	"01509000"	1978-04-06	3470	"A"
"USGS"	"01509000"	1978-04-07	3180	"A"
"USGS"	"01509000"	1978-04-08	3280	"A"
"USGS"	"01509000"	1978-04-09	2240	"A"
"USGS"	"01509000"	1978-04-10	1710	"A"
"USGS"	"01509000"	1978-04-11	1740	"A"
"USGS"	"01509000"	1978-04-12	2670	"A"
"USGS"	"01509000"	1978-04-13	2450	"A"
"USGS"	"01509000"	1978-04-14	2170	"A"
"USGS"	"01509000"	1978-04-15	1610	"A"
"USGS"	"01509000"	1978-04-16	1240	"A"
"USGS"	"01509000"	1978-04-17	1010	"A"
"USGS"	"01509000"	1978-04-18	876	"A"
"USGS"	"01509000"	1978-04-19	816	"A"
"USGS"	"01509000"	1978-04-20	968	"A"
"USGS"	"01509000"	1978-04-21	1060	"A"
"USGS"	"01509000"	1978-04-22	870	"A"
"USGS"	"01509000"	1978-04-23	724	"A"
"USGS"	"01509000"	1978-04-24	637	"A"
"USGS"	"01509000"	1978-04-25	579	"A"
"USGS"	"01509000"	1978-04-26	539	"A"
"USGS"	"01509000"	1978-04-27	499	"A"
"USGS"	"01509000"	1978-04-28	451	"A"
"USGS"	"01509000"	1978-04-29	422	"A"
"USGS"	"01509000"	1978-04-30	399	"A"
"USGS"	"01509000"	1978-05-01	372	"A"
"USGS"	"01509000"	1978-05-02	363	"A"
"USGS"	"01509000"	1978-05-03	333	"A"
"USGS"	"01509000"	1978-05-04	312	"A"
"USGS"	"01509000"	1978-05-05	329	"A"
"USGS"	"01509000"	1978-05-06	432	"A"
"USGS"	"01509000"	1978-05-07	404	"A"
"USGS"	"01509000"	1978-05-08	363	"A"
"USGS"	"01509000"	1978-05-09	519	"A"
"USGS"	"01509000"	1978-05-10	584	"A"
"USGS"	"01509000"	1978-05-11	485	"A"
"USGS"	"01509000"	1978-05-12	422	"A"
"USGS"	"01509000"	1978-05-13	399	"A"
"USGS"	"01509000"	1978-05-14	381	"A"
"USGS"	"01509000"	1978-05-15	359	"A"
"USGS"	"01509000"	1978-05-16	350	"A"
"USGS"	"01509000"	1978-05-17	427	"A"
"USGS"	"01509000"	1978-05-18	390	"A"
"USGS"	"01509000"	1978-05-19	355	"A"
"USGS"	"01509000"	1978-05-20	321	"A"
"USGS"	"01509000"	1978-05-21	342	"A"
"USGS"	"01509000"	1978-05-22	321	"A"
"USGS"	"01509000"	1978-05-23	283	"A"
"USGS"	"01509000"	1978-05-24	263	"A"
"USGS"	"01509000"	1978-05-25	248	"A"
"USGS"	"01509000"	1978-05-26	229	"A"
"USGS"	"01509000"	1978-05-27	218	"A"
"USGS"	"01509000"	1978-05-28	207	"A"
"USGS"	"01509000"	1978-05-29	200	"A"
"USGS"	"01509000"	1978-05-30	189	"A"
"USGS"	"01509000"	1978-05-31	182	"A"
"USGS"	"01509000"	1978-06-01	178	"A"
"USGS"	"01509000"	1978-06-02	185	"A"
"USGS"	"01509000"	1978-06-03	279	"A"
"USGS"	"01509000"	1978-06-04	221	"A"
"USGS"	"01509000"	1978-06-05	200	"A"
"USGS"	"01509000"	1978-06-06	189	"A"
"USGS"	"01509000"	1978-06-07	178	"A"
"USGS"	"01509000"	1978-06-08	200	"A"
"USGS"	"01509000"	1978-06-09	218	"A"
"USGS"	"01509000"	1978-06-10	214	"A"
"USGS"	"01509000"	1978-06-11	185	"A"
"USGS"	"01509000"	1978-06-12	168	"A"
"USGS"	"01509000"	1978-06-13	218	"A"
"USGS"	"01509000"	1978-06-14	248	"A"
"USGS"	"01509000"	1978-06-15	196	"A"
"USGS"	"01509000"	1978-06-16	171	"A"
"USGS"	"01509000"	1978-06-17	157	"A"
"USGS"	"01509000"	1978-06-18	150	"A"
"USGS"	"01509000"	1978-06-19	154	"A"
"USGS"	"01509000"	1978-06-20	154	"A"
"USGS"	"01509000"	1978-06-21	150	"A"
"USGS"	"01509000"	1978-06-22	308	"A"
"USGS"	"01509000"	1978-06-23	236	"A"
"USGS"	"01509000"	1978-06-24	185	"A"
"USGS"	"01509000"	1978-06-25	157	"A"
"USGS"	"01509000"	1978-06-26	144	"A"
"USGS"	"01509000"	1978-06-27	138	"A"
"USGS"	"01509000"	1978-06-28	150	"A"
"USGS"	"01509000"	1978-06-29	141	"A"
"USGS"	"01509000"	1978-06-30	129	"A"
"USGS"	"01509000"	1978-07-01	114	"A"
"USGS"	"01509000"	1978-07-02	99	"A"
"USGS"	"01509000"	1978-07-03	99	"A"
"USGS"	"01509000"	1978-07-04	108	"A"
"USGS"	"01509000"	1978-07-05	105	"A"
"USGS"	"01509000"	1978-07-06	96	"A"
"USGS"	"01509000"	1978-07-07	90	"A"
"USGS"	"01509000"	1978-07-08	88	"A"
"USGS"	"01509000"	1978-07-09	85	"A"
"USGS"	"01509000"	1978-07-10	83	"A"
"USGS"	"01509000"	1978-07-11	83	"A"
"USGS"	"01509000"	1978-07-12	80	"A"
"USGS"	"01509000"	1978-07-13	78	"A"
"USGS"	"01509000"	1978-07-14	78	"A"
"USGS"	"01509000"	1978-07-15	85	"A"
"USGS"	"01509000"	1978-07-16	83	"A"
"USGS"	"01509000"	1978-07-17	90	"A"
"USGS"	"01509000"	1978-07-18	88	"A"
"USGS"	"01509000"	1978-07-19	78	"A"
"USGS"	"01509000"	1978-07-20	75	"A"
"USGS"	"01509000"	1978-07-21	73	"A"
"USGS"	"01509000"	1978-07-22	73	"A"
"USGS"	"01509000"	1978-07-23	73	"A"
"USGS"	"01509000"	1978-07-24	71	"A"
"USGS"	"01509000"	1978-07-25	71	"A"
"USGS"	"01509000"	1978-07-26	71	"A"
"USGS"	"01509000"	1978-07-27	73	"A"
"USGS"	"01509000"	1978-07-28	337	"A"
"USGS"	"01509000"	1978-07-29	189	"A"
"USGS"	"01509000"	1978-07-30	141	"A"
"USGS"	"01509000"	1978-07-31	135	"A"
"USGS"	"01509000"	1978-08-01	114	"A"
"USGS"	"01509000"	1978-08-02	102	"A"
"USGS"	"01509000"	1978-08-03	135	"A"
"USGS"	"01509000"	1978-08-04	461	"A"
"USGS"	"01509000"	1978-08-05	210	"A"
"USGS"	"01509000"	1978-08-06	157	"A"
"USGS"	"01509000"	1978-08-07	182	"A"
"USGS"	"01509000"	1978-08-08	589	"A"
"USGS"	"01509000"	1978-08-09	342	"A"
"USGS"	"01509000"	1978-08-10	413	"A"
"USGS"	"01509000"	1978-08-11	283	"A"
"USGS"	"01509000"	1978-08-12	263	"A"
"USGS"	"01509000"	1978-08-13	240	"A"
"USGS"	"01509000"	1978-08-14	189	"A"
"USGS"	"01509000"	1978-08-15	161	"A"
"USGS"	"01509000"	1978-08-16	147	"A"
"USGS"	"01509000"	1978-08-17	135	"A"
"USGS"	"01509000"	1978-08-18	123	"A"
"USGS"	"01509000"	1978-08-19	117	"A"
"USGS"	"01509000"	1978-08-20	120	"A"
"USGS"	"01509000"	1978-08-21	114	"A"
"USGS"	"01509000"	1978-08-22	102	"A"
"USGS"	"01509000"	1978-08-23	93	"A"
"USGS"	"01509000"	1978-08-24	90	"A"
"USGS"	"01509000"	1978-08-25	90	"A"
"USGS"	"01509000"	1978-08-26	90	"A"
"USGS"	"01509000"	1978-08-27	85	"A"
"USGS"	"01509000"	1978-08-28	83	"A"
"USGS"	"01509000"	1978-08-29	85	"A"
"USGS"	"01509000"	1978-08-30	88	"A"
"USGS"	"01509000"	1978-08-31	88	"A"
"USGS"	"01509000"	1978-09-01	85	"A"
"USGS"	"01509000"	1978-09-02	85	"A"
"USGS"	"01509000"	1978-09-03	80	"A"
"USGS"	"01509000"	1978-09-04	78	"A"
"USGS"	"01509000"	1978-09-05	78	"A"
"USGS"	"01509000"	1978-09-06	75	"A"
"USGS"	"01509000"	1978-09-07	71	"A"
"USGS"	"01509000"	1978-09-08	71	"A"
"USGS"	"01509000"	1978-09-09	69	"A"
"USGS"	"01509000"	1978-09-10	69	"A"
"USGS"	"01509000"	1978-09-11	66	"A"
"USGS"	"01509000"	1978-09-12	138	"A"
"USGS"	"01509000"	1978-09-13	108	"A"
"USGS"	"01509000"	1978-09-14	90	"A"
"USGS"	"01509000"	1978-09-15	80	"A"
"USGS"	"01509000"	1978-09-16	90	"A"
"USGS"	"01509000"	1978-09-17	120	"A"
"USGS"	"01509000"	1978-09-18	167	"A"
"USGS"	"01509000"	1978-09-19	956	"A"
"USGS"	"01509000"	1978-09-20	519	"A"
"USGS"	"01509000"	1978-09-21	325	"A"
"USGS"	"01509000"	1978-09-22	259	"A"
"USGS"	"01509000"	1978-09-23	203	"A"
"USGS"	"01509000"	1978-09-24	171	"A"
"USGS"	"01509000"	1978-09-25	154	"A"
"USGS"	"01509000"	1978-09-26	138	"A"
"USGS"	"01509000"	1978-09-27	129	"A"
"USGS"	"01509000"	1978-09-28	123	"A"
"USGS"	"01509000"	1978-09-29	117	"A"
"USGS"	"01509000"	1978-09-30	111	"A"
"USGS"	"01509000"	1978-10-01	105	"A"
"USGS"	"01509000"	1978-10-02	102	"A"
"USGS"	"01509000"	1978-10-03	99	"A"
"USGS"	"01509000"	1978-10-04	99	"A"
"USGS"	"01509000"	1978-10-05	114	"A"
"USGS"	"01509000"	1978-10-06	114	"A"
"USGS"	"01509000"	1978-10-07	108	"A"
"USGS"	"01509000"	1978-10-08	105	"A"
"USGS"	"01509000"	1978-10-09	111	"A"
"USGS"	"01509000"	1978-10-10	99	"A"
"USGS"	"01509000"	1978-10-11	96	"A"
"USGS"	"01509000"	1978-10-12	93	"A"
"USGS"	"01509000"	1978-10-13	90	"A"
"USGS"	"01509000"	1978-10-14	308	"A"
"USGS"	"01509000"	1978-10-15	504	"A"
"USGS"	"01509000"	1978-10-16	333	"A"
"USGS"	"01509000"	1978-10-17	263	"A"
"USGS"	"01509000"	1978-10-18	263	"A"
"USGS"	"01509000"	1978-10-19	232	"A"
"USGS"	"01509000"	1978-10-20	255	"A"
"USGS"	"01509000"	1978-10-21	240	"A"
"USGS"	"01509000"	1978-10-22	214	"A"
"USGS"	"01509000"	1978-10-23	200	"A"
"USGS"	"01509000"	1978-10-24	221	"A"
"USGS"	"01509000"	1978-10-25	210	"A"
"USGS"	"01509000"	1978-10-26	210	"A"
"USGS"	"01509000"	1978-10-27	534	"A"
"USGS"	"01509000"	1978-10-28	432	"A"
"USGS"	"01509000"	1978-10-29	350	"A"
"USGS"	"01509000"	1978-10-30	312	"A"
"USGS"	"01509000"	1978-10-31	283	"A"
"USGS"	"01509000"	1978-11-01	263	"A"
"USGS"	"01509000"	1978-11-02	244	"A"
"USGS"	"01509000"	1978-11-03	229	"A"
"USGS"	"01509000"	1978-11-04	221	"A"
"USGS"	"01509000"	1978-11-05	210	"A"
"USGS"	"01509000"	1978-11-06	203	"A"
"USGS"	"01509000"	1978-11-07	203	"A"
"USGS"	"01509000"	1978-11-08	200	"A"
"USGS"	"01509000"	1978-11-09	189	"A"
"USGS"	"01509000"	1978-11-10	182	"A"
"USGS"	"01509000"	1978-11-11	175	"A"
"USGS"	"01509000"	1978-11-12	167	"A"
"USGS"	"01509000"	1978-11-13	164	"A"
"USGS"	"01509000"	1978-11-14	161	"A"
"USGS"	"01509000"	1978-11-15	161	"A"
"USGS"	"01509000"	1978-11-16	157	"A"
"USGS"	"01509000"	1978-11-17	157	"A"
"USGS"	"01509000"	1978-11-18	210	"A"
